IDENTITE_OPERATEUR;CODE_OPERATEUR;SIRET_ACTEUR;RCS_ACTEUR;ADRESSE_COMPLETE_ACTEUR;ATTRIB_RESS_NUM;DATE_DECLARATION_OPERATEUR
Itech;ITCH;"912479102 00010";Rennes;"10 AVENUE DU BOIS DE CARCE 35170 BRUZ";0;28/04/2022
Iteka;ITKA;"892744459 00017";Arras;"41 RUE CHATEAUBRIAND 62260 AUCHEL";0;14/06/2023
Itelia;ITIA;"843573106 00013";N\xeemes;"ZI L ARDOISE RUE PAUL SABATIER 30290 LAUDIN-L'ARDOISE";0;21/12/2018
Iteos;ITEO;"454001595 00031";Saint-Malo;"3 RUE DE LA MOUSSON 22100 TADEN";0;08/03/2018
ITP-Consult;ITPC;"501522031 00027";Romans-sur-Is\xe8re;"55 RUE CARL VON LINNE 26500 BOURG LES VALENCE";0;22/04/2024
Ittelio;ITTL;"517455515 00026";Orl\xe9ans;"1 BOULEVARD DE CHATEAUDUN 45000 ORLEANS";0;01/12/2022
Izarlink;IZAL;"805258969 00031";BAYONNE;"45 ALLEE THEODORE MONOD 64210 BIDART";1;30/10/2014
"Jeff micro-services";JEFF;"751610528 00059";"LE HAVRE";"24 ROUTE DE GODERVILLE 76280 CRIQUETOT L ESNEVAL";0;02/11/2022
"Jet comm telecom";JETC;"510941347 00021";Cr\xe9teil;"86 AVENUE LENINE 94250 GENTILLY";1;12/03/2010
"JL systems";JLSY;"514158146 00019";Saint-Etienne;"1 RUE DE L'INFORMATIQUE 42000 SAINT-ETIENNE";0;27/11/2017
"JM Bruneau";JMBU;"343958138 00012";Evry;"PARC D'ACTIVITES DE COURTABOEUF 19 AVENUE DE LA BALTIQUE 91140 VILLEBON-SUR-YVETTE 91948";0;23/04/2018
"JML technology";JMLT;"847683380 00012";Tours;"1 LE BOIS PIAIS 37150 LUZILLE";0;31/05/2020
Jmo;JMO;"480262849 00023";"RCS Lille M\xe9tropole";"29 RUE DES SECOURISTES 59000 LILLE";0;11/02/2011
Johnbry;JOHN;"809756646 00018";Pontoise;"12 RUE VICTOR HUGO 95200 SARCELLES";0;03/02/2019
"JT (Jersey) Limited";JRSY;;"St Helier, Jersey - Registered Company no. 83487";"1 GRENVILLE STREET JE4 8PB ST HELIER JERSEY";0;24/04/2024
"Jules ARCHINOVA";ARCN;"750126302 00017";"Chambre de l'artisanat de paris";"HALL E 11 5 RUE STHRAU 75013 PARIS";0;16/11/2022
"Jurick solutions logiciels";JSLO;"501796510 00011";Avignon;"1 PLACE ALEXANDRE FARNESE LE GIOTTO 84000 AVIGNON";0;18/01/2019
"JVE radiocommunications";JVER;"340735638 00025";LYON;"ESPACE ACT FEE DES EAUX 69390 VERNAISON";0;10/09/2015
K-net;KWAO;"437849631 00043";"BOURG EN BRESSE";"TECHNOPARC 130 RUE GUSTAVE EIFFEL 01630 SAINT GENIS POUILLY";1;19/05/2010
"Kaisa Technologies AB";FRSP;;"556751-0689 Su\xe8de";"DRAGARBRUNNSGATAN  78D SE 75320 UPPSALA SUEDE";1;19/10/2021
Kaliacom;KLLA;"438967184 00047";"Lille M\xe9tropole";"170 RUE DU GENERAL DE GAULLE 59110 LA MADELEINE";0;16/11/2020
Kalice;KLCE;"914820469 00015";Lyon;"45 RUE DE SEZE 69006 LYON";0;22/01/2025
"Kalicom business";KALC;"921844924 00016";Nanterre;"31 AVENUE CHARLES DE GAULLE 92200 NEUILLY SUR SEINE";0;07/12/2022
"Kamatari Online";KMTR;"934875089 00013";Strasbourg;"32 ALLEE DE LA ROBERTSAU 67000 STRASBOURG";0;07/12/2024
"Kamitec informatique";KAMI;"445059231 00024";Meaux;"25 RUE DES ABBESSES 77580 CRECY LA CHAPELLE";0;04/11/2020
"Kav El International";KAVE;;"N\xb0 514 777 218 Etat d'Isra\xebl";"WEIZZMAN 24 42040 NETANYA";1;24/07/2018
"KDDI FRANCE";KDDI;"409445848 00057";Paris;"65 RUE LEON FROT 75011 PARIS";0;26/09/2011
"KeenSystems BV";KEEN;;"17162963 Eindhoven NL";"MOLENRAND 1 5421VZ GEMERT PAYS-BAS";0;04/11/2022
Kersys;KRSS;"894299247 00011";Rennes;"LD LAUNAIS 14 LA BILLAIS 35580 BAULON";0;14/03/2023
"Kerv group";KRVV;;"12514360 in registar of companies in England and Wales";"1 FINSBURY AVENUE EC2M 2PG LONDON ROYAUME-UNI";0;09/11/2022
Keylio;KLIO;"931792998 00011";Pontoise;"38 AVENUE DU 8 MAI 1945 95200 SARCELLES";0;05/12/2024
Keyyo;PHON;"390081156 00213";Nanterre;"32 BD VICTOR HUGO 92110 CLICHY CEDEX";1;17/06/1998
KISSGROUP;KSGP;"983282005 00013";Meaux;"98 RUE DE MONTGUILLON 77860 SAINT-GERMAIN-SUR-MORIN";0;03/02/2025
Kiwi;KWII;"914544044 00011";Toulouse;"13 RUE JEAN SUQUET 31120 ROQUETTES";0;21/06/2022
"Koesio networks";RHOV;"521370692 00035";Aubenas;"LE PLATEAU DE LAUTAGNE 53 AVENUE DES LANGORIES 26000 VALENCE";1;14/04/2010
Kol;KOLK;"843326224 00030";Pontoise;"30 RUE SCANDICCI 93500 PANTIN";0;29/03/2019
Komeo;OPTM;"490051117 00052";Arras;"PARC GO'MARCQ - B\xc2TIMENT B1 395 RUE DU GENERAL DE GAULLE 59700 MARCQ-EN-BAROEUL";1;02/06/2006
"KOMPaaS.tech GmbH";KMPS;;"FN461303m Handelsgericht Wien";"PRINGY 78 ALLEE PRIMAVERA 74370 ANNECY";1;03/05/2023
Konecty;KNCT;"949385918 00014";Vannes;"ZC OXYGENE SUD 2 RUE DE L ECUSSON 56120 JOSSELIN";0;06/03/2023
"Kosmaz technologies LLC";KSMZ;;200603710088;"672 CAIMLLO ROAD 91024 SIERRA MADRE CALIFORNIA ETATS-UNIS";0;06/12/2022
"Kourou fibre";KOUR;"833781065 00028";Cayenne;"25 RUE DU DOCTEUR DEVEZE 97310 KOUROU";0;12/02/2020
"KPN B.V.";KPNN;;"27124701 Rotterdam, Pays-Bas";"WILHELMINAKADE 123 17E ETAGE 3072 AP ROTTERDAM PAYS-BAS";0;10/10/2024
KVN;KVNN;"891792996 00011";Nanterre;"169 BOULEVARD CHARLES DE GAULLE 92700 COLOMBES";0;11/12/2020
"Kwebbl international B.V.";KWBB;;"68710569 \xe0 Chambre de commerce des Pays-Bas";"MODEMSTRAAT 1 1033 RW AMSTERDAM NOORD HOLLAND PAYS-BAS";0;11/03/2020
Kyntus;KNTS;"840017305 00029";Versailles;"LE SANTOS DUMONT 23 AVENUE LOUIS BREGUET 78140 VELIZY-VILLACOUBLAY";0;06/09/2023
"L'agence pro";AGPR;"789129012 00025";Caen;"5B RUE DU GENERAL LECLERC 14790 VERSON";0;16/06/2017
L-CENTER;LCEN;"501799779 00019";BREST;"ZI DE BEL AIR 29419 LANDERNEAU CEDEX";0;12/11/2012
"L.V. informatique";LVIN;"341671154 00035";Amiens;"ZAC GPV QUARTIER NORD AVENUE DE L EUROPE 80000 AMIENS";0;11/03/2018
"La fibre paloise";LFPA;"840575047 00013";Versailles;"19 RUE STEPHENSON 78180 MONTIGNY-LE-BRETONNEUX";0;07/09/2018
"La poste";LPST;"356000000 00048";Paris;"44 BOULEVARD DE VAUGIRARD 75757 PARIS CEDEX 15";1;05/07/2004
"La poste telecom";LPTL;"525254736 00024";NANTERRE;"855 AVENUE ROGER SALENGRO 92370 CHAVILLE";1;14/10/2010
"LA PRECISION TELEPHONIQUE";PREC;"572178614 00044";PARIS;"13 RUE GEORGES AURIC 75019 PARIS";0;06/02/2013
"La vie mobile";LAVM;"840502488 00025";Rennes;"10 AVENUE DU MARECHAL LECLERC 50600 SAINT-HILAIRE-DU-HARCOUET";0;21/06/2018
"LAB SBH";LABS;"882975733 00016";"Basse Terre";"C/O SBH DOM LD MARIGOT - CARREFOUR LES 4 CHEMINS 97133 SAINT-BARTHELEMY";0;06/03/2025
Lacii;LACI;"501173686 00012";"Reims B 501 173 686";"25 CHEMIN DU JARD BP 182 51530 CHAVOT COURCOURT";0;27/06/2021
Lancelot;LNCL;;"034281444 Amsterdam, Pays-Bas";"STATIONSPLEIN 32 3511ED UTRECHT PAYS-BAS";1;03/03/2022
Lanestel;LANE;"479530578 00018";Brest;"TECHNOPOLE BREST IROISE 38 RUE JIM SEVELLEC 29200 BREST";1;06/11/2008
Lasotel;MWSP;"453007437 00057";Lyon;"2 RUE DES FR\xc8RES LUMI\xc8RE 69120 VAULX EN VELIN";1;15/06/2006
Latypik;LTPK;"811440403 00020";Antibes;"285 CHEMIN DU PUIT DE LEVEQUE 06480 LA COLLE SUR LOUP";0;16/12/2022
"LC2i Conseil";LC2I;"851498345 00020";Epinal;"THAON LES VOSGES 21 RUE DES CITES JACQUARD 88150 CAPAVENIR VOSGES";0;27/05/2021
"LE DUC Ald\xe9ric";LDCA;"810196907 00010";"LE HAVRE";"6 RUE THIEULLENT 76600 LE HAVRE";0;18/05/2018
"Le kiosqueur";KIOS;"813393717 00026";Cr\xe9teil;"33 RUE BLANCHE 75009 PARIS";1;30/09/2015
"Le Poisson Barbu SAS";BRBU;"883533739 00024";Strasbourg;"3 RUE CHARLES PEGUY 67200 STRASBOURG";0;13/03/2025
LeadDesk;LDSK;"911693042 00010";Paris;"14 RUE DE DUNKERQUE 75010 PARIS";0;25/04/2022
"Leader system";LEAD;"393040407 00032";Meaux;"BAT. 142 4 -6 BOULEVARD DE BEAUBOURG 77183 CROISSY BEAUBOURG";0;16/09/2021
"Leadz live Limited";LIDZ;;"15375952 London, UK";"COVENT GARDEN 75 SHELTON STREET WC2H 9JQ LONDON ROYAUME-UNI";0;04/04/2024
"Lebara France Limited";LEFR;"514021708 00011";Paris;"7TH FLOOR IMPORT BUILDING 2 CLOVE CRESCENT E142B LONDON ROYAUME-UNI";1;12/03/2010
"Lebara limited";LEBA;;"n\xb0 04293563 enregistr\xe9e en Angleterre";"7TH FLOOR IMPORT HOUSE 2 CLOVE CRESCENT E14 2BE LONDON ROYAUME-UNI";0;02/11/2005
Leggit;LEGG;"904098886 00016";Paris;"9 RUE DES COLONNES 75002 PARIS";0;14/10/2021
"Legos-Local exchange Global op\xe9ration services";LEGO;"440799989 00031";Paris;"40 RUE D ORADOUR-SUR-GLANE 75015 PARIS";1;19/02/2004
"LELIMOUZIN Fran\xe7ois";OCAM;"444750426 00041";Sans;"4 LIEU-DIT LES GARNIERS 89330 SAINT LOUP D'ORDON";0;05/07/2022
Lemnia;LEMN;"800567695 00047";Angers;"CHEMILLE MELAY 22 RUE SYDNEY BECHET 49120 CHEMILLE-EN-ANJOU";0;27/10/2018
"Len Tech SAS";LNTC;"823103064 00015";Versailles;"23 RUE DU DR CHARCOT 92000 NANTERRE";0;24/08/2023
"Leonix telecom";LIXT;"844257824 00012";Paris;"35 RUE DES JEUNEURS 75002 PARIS";1;14/02/2019
Lexprecia;LXPR;"882170210 00026";Paris;"33 RUE DU PETIT MUSC 75004 PARIS";0;03/05/2023
"Lhexian communications";LHEX;"520210691 00017";Versailles;"39 CHEMIN DE BAZEMONT 78580 MAULE";0;18/07/2016
Liello;LLLO;"951303056 00018";Toulouse;"15 CHEMIN DE LA CRABE 31300 TOULOUSE";0;15/04/2023
Lineconnects;LNCT;"981714462 00018";paris;"60 RUE FRANCOIS 1ER 75008 PARIS";1;30/11/2023
"Link Z";LNKZ;"919820522 00010";Charenton-le-pont;"2 RUE DU NOUVEAU BERCY 94220 CHARENTON-LE-PONT";0;17/07/2024
Linkad;LIAD;"525036869 00010";Strasbourg;"3 RUE DU CHARME 67500 HAGUENEAU";0;21/11/2017
Linkall;LNKL;"981591589 00016";CAEN;"ESPACE ACTIVE 1 N2 ZAC PORTE DE LA SUISSE NORMANDE 14320 FLEURY SUR ORNE";0;22/11/2023
Linkeo.com;LINK;"430106278 00293";Paris;"23 RUE DES GRANDS AUGUSTINS 75006 PARIS";1;04/10/2007
LINKOM;LNKM;"940378342 00015";Avignon;"BAT A1 LE VICTORIA 149 RUE JEAN DAUSSET 84140 AVIGNON";0;13/03/2025
Linkt;PJT3;"815109467 00150";Nanterre;"TOUR TRINITY 1 B PLACE DE LA DEFENSE 92400 COURBEVOIE";1;16/09/2016
Liteyear;LYEA;"493105555 00038";REIMS;"2 RUE SAINT HILAIRE 51100 REIMS";1;18/01/2021
"Lizo office";LIZO;"797885456 00013";Pontoise;"21 RUE PASTEUR 95240 CORMEILLES-EN-PARISIS";0;20/03/2018
LJC;LJCT;"378810188 00037";Nanterre;"29 BIS RUE DE LA PRAIRIE 78120 RAMBOUILLET";1;11/03/2014
"Lleida networks serveis telematics S.L";LLEI;;"B25345331 Lleida";"PCITAL - EDIFICI H1 2A PLANTA 25003 LLEIDA ESPAGNE";1;10/07/2009
"Loire Atlantique num\xe9rique";LOAN;"812827830 00017";Nantes;"3 QUAI CEINERAY CS 94109 44041 NANTES CEDEX 1";0;24/09/2015
"Loiret fibre";LOFI;"882872864 00013";Nanterre;"124 BOULEVARD DE VERDUN 92400 COURBEVOIE";0;20/05/2020
"Loiret THD";LOIR;"794272724 00046";Nanterre;"124 BOULEVARD DE VERDUN 92400 COURBEVOIE";0;07/02/2014
"Loopup Spain";LPUP;;B88333489;"PISO 4  PUERTA A2 C/ CLAUDIO COELLO 24 28001 MADRID ESPAGNE";1;16/11/2020
"Loria telecom";LRTL;"942656224 00014";Bar_le_Duc;"17 RUE DES FRERES BOULOT 55100 VERDUN";0;09/05/2025
"LPG services";LGSV;"798132528 00034";Nanterre;"48 RUE LEHOT 92600 ASNIERES-SUR-SEINE";1;24/09/2020
"LR la bureautique nouvelle";LRBN;"799096169 00021";Evry;"LOCAL B6 8 RUE JEAN MARIUS 91280 ST PIERRE DU PERRAY";0;04/10/2021
"LSJ group";LSJG;;"BG207038443 Bulgarie";"34 A GEORGE MINCHEV 1505 SOFIA BULGARIE";0;16/04/2024
"LTI networks";TVIA;"494425283 00053";Evry;"1 CHEMIN DU CHENE ROND 91570 BIEVRES";1;11/03/2014
Lum'info;LUMI;"802704783 00025";Angoul\xeame;"19 B ROUTE DE LA TONNELLE 16720 ST MEME LES CARRIERES";0;03/10/2022
"Lumen technologies CDN Ireland Ltd";LUMN;;"000289565 Dublin Ireland";"61 THOMAS STREET D08W250 DUBLIN 8 IRLANDE";0;03/08/2023
"Lumen technologies France";GPEN;"420989154 00083";Nanterre;"LE CAPITOLE - BAT. B 55 RUE DES CHAMPS PIERREUX 92000 NANTERRE";1;10/03/1999
Luxnetwork;LUXN;;"B 170964 LUXEMBOURG";"31 RUE SCHORTGEN L-3564 DUDELANGE LUXEMBOURG";1;17/06/2013
"Lycamobile SARL";LYCA;"528332505 00031";Paris;"107 BOULEVARD PEREIRE 75017 PARIS";1;24/01/2011
"Lytcom services";LYTC;;"1643538/N/A/M/000 Tunisie";"000 ESPACE TUNIS BLOC H  MONTPLAISIR 1073 TUNIS TUNISIE";1;22/01/2023
"M Target";MTAR;"490990819 00032";Toulouse;"IMMEUBLE ""LES ARAVIS"" 44 RUE DE L OCCITANE 31670 LABEGE";1;19/10/2010
"M&L distribution (France) S.A.R.L.";MLDF;"317097350 00043";Manosque;"ZI SAINT-MAURICE - C/O L OCCITANE 04100 MANOSQUE";0;16/11/2017
"M2A Solutions";M2AS;"981158900 00010";Paris;"58 RUE DE MONCEAU 75008 PARIS CEDEX 08";1;14/11/2023
Magasit;MAGA;"812714525 00019";Metz;"ECOPARC SUD LE MELTEM 1 RUE WANGARI MAATHAI 57140 NORROY-LE-VENEUR";0;21/03/2019
Magellan;MAGE;"833513815 00013";Nanterre;"88 AVENUE CHARLES DE GAULLE 92200 NEUILLY-SUR-SEINE";0;08/10/2018
"MAIA solutions";MAIA;"504541491 00032";EVRY;"2 RUE SINIARGOUX 91160 LONGJUMEAU";0;28/01/2021
"Majestique - Diffusion - MD - Unys";MDMU;"398783779 00067";Versailles;"ZA DES PERRIERS 4 RUE DE BEAUCE 78500 SARTROUVILLE";0;30/03/2018
Malty;MLTY;"824687461 00023";Vienne;"1 RUE DU 8 MAI 1945 38230 CHAVANOZ";0;06/02/2023
"Manche num\xe9rique";MNUM;;"Arr\xeat\xe9 \xe0 la pr\xe9fecture de la Manche du 23/04/2004";"ZONE DELTA 235 RUE JOSEPH CUGNOT 50000 ST LO";0;04/07/2011
"MANCHE TELECOM";MANC;"490074226 00013";;"40 QUAI DU POINT DU JOUR 92659 BOULOGNE BILLANCOURT CEDEX";0;19/05/2006
"Mango tools";MNGO;"884705518 00014";"AIX EN PROVENCE";"CHEMIN CLOS DU TISSERAND 13480 CABRIES";0;23/02/2022
Manifone;LGC;"492486014 00037";VANNES;"PIBS 2 RUE HENRI BECQUEREL 56000 VANNES";1;04/06/2007
"Maore mobile";MAOR;"751314717 00016";MAMOUDZOU;"ZI KAWENI 97600 MAMOUDZOU";1;08/06/2012
"Market Espace";MRKT;"482087210 00027";Lille;"47 AVENUE DE LA MARNE 59700 MARCQ EN BAROEUL";0;21/10/2022
"Marketing online";MKTO;"898271192 00012";Paris;"CLICKSIP 128  RUE LA BOETIE 75008 PARIS 8";1;19/11/2022
Marques;MARQ;"794288225 00012";Libourne;"19 CHEMIN DE COUBET 33710 PERIGNAC ET MARCAMPS";0;23/01/2023
"MARTIN Christophe";MK4W;"802259903 00028";Reims;"MAKE4WEB 56 RUE DE MONTLEAN 51210 MONTMIRAIL";0;07/02/2023
"Martinique THD";MART;"834647729 00021";Fort-de-France;"ZA DU MANHITY 97232 LE LAMENTIN";0;07/02/2018
"Masergy communications UK Limited";MASE;;04170863;"SALISBURY HOUSE 29 FINSBURY CIRCUS EC2M 5QQ LONDON ROYAUME-UNI";0;09/03/2005
"Masselin communication";MASS;"421013731 00029";CAEN;"ZI PORTE SUD 6 RUE ALFRED NOBEL BP11 14123 IFS";1;08/06/2009
"Mati LAN";MATI;"393021258 00099";Paris;"14 RUE MAGELLAN 75008 PARIS";0;15/11/2018
"MAX PC";MXPC;"527798086 00015";Ch\xe2lons-en-Champagne;"1 BIS AV CHARLES DE GAULLE 51510 FAGNIERES";0;01/09/2015
"MaxiTEL Telecom BV";MXTT;;"56661207, Kamer van Koophandel";"CURIEWEG 40 2408BZ ALPHEN AAN DEN RIJN PAYS-BAS";0;21/11/2022
"Maya telecom";MAYA;"831236500 00011";Avignon;"ZAC DU COUDOULET 146 RUE IRLANDE 84100 ORANGE";1;28/09/2018
"Mayenne fibre";MAYE;"824481873 00027";Laval;"124 BOULEVARD HENRI BECQUEREL 53000 LAVAL";0;19/12/2017
"Mayotte THD";MAYT;"934556705 00010";Mamoudzou;"39 RUE PIERRE BROSSOLETTE 97420 LE PORT";0;24/03/2025
"Mc infinity";MCIN;"790687925 00020";BOBIGNY;"BATIMENT 2 - 2\xc8ME ETAGE 32 RUE DELIZY 93500 PANTIN";0;17/04/2013
"MCG Multimedia";MCGM;"815016357 00023";MONTLUCON;"1 BIS RUE BLANQUI 03600 COMMENTRY";0;20/04/2017
MCT;NNTE;"537803819 00045";LAVAL;"19 RUE EUG\xc8NE MESSMER 53000 LAVAL";1;06/06/2013
"MDM informatique";MDMI;"510435324 00015";Mont-de-Marsan;"1 BIS PLACE RAYMOND POINCARE 40000 MONT-DE-MARSAN";0;18/07/2023
"Mdo services";MDOS;"514099076 00028";Foix;"27 RUE PIERRE MAZAUD 09200 SAINT-GIRONS";0;23/05/2019
"Media & Com";MECO;"799850169 00035";Marseille;"LA MILLIERE 10 BOULEVARD BELLEVUE 13011 MARSEILLE";1;25/06/2018
"Media call services";MDCS;;"BG204918424  Sofia BULGARIE";"ETAGE 2 30-32 BLVD GEN E I TOTLEBEN 1606 SOFIA BULGARIE";0;31/05/2023
"Media communication IDF";MCIF;"417906047 00036";Pontoise;"3 RUE DE LA LIBERATION 95450 CONDECOURT";0;25/09/2019
"Media IP";MEIP;"788470912 00023";"La Rochelle";"16 RUE HENRY LE CHATELIER 17180 PERIGNY";0;06/07/2017
"Media technologies";MECH;"484804786 00024";Cr\xe9teil;"9 RUE GEORGES ENESCO 94008 CRETEIL CEDEX";1;26/12/2017
"Media.tel informationsdienstleistungsges.m.b.H.";MDTL;;ATU54261105;"HEILIGENST\xc4DTER L\xc4NDE 29 A-1190 WIEN AUTRICHE";0;13/03/2023
Mediacall;MDCL;"834631707 00025";Marseille;"8 QUAI DU PORT 13002 MARSEILLE 2";1;26/02/2018
"M\xe9duse syst\xe8mes";MESY;"853478170 00022";Tarascon;"176 AVENUE DE LA GENESTIERE 13750 PLAN D'ORGON";0;29/06/2021
"MeetingOne France";MOFR;"421265273 00092";Montpellier;"PARC CASTELNAU 2000 223 AVENUE CLEMENT ADER 34170 CASTELNAU-LE-LEZ";1;29/08/2023
"MEL THD";COAG;"795060201 00022";Nanterre;"IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE 92310 SEVRES";0;04/01/2017
"Melis@ territoires ruraux";MTR;"497870881 00016";Angers;"14 BOULEVARD DE LAVOISIER 49000 ANGERS";1;12/07/2007
"Mena daram telecom S.L.";MEDT;;"MALAGA ESPAGNE";"4 TRINIDAD GRUND 29001 MALAGA ESPAGNE";0;05/08/2019
"Mentat conseil";MENT;"494289382 00041";Paris;"31 RUE LA BOETIE 75008 PARIS";1;15/09/2020
"Mentor telecom SE";DYRU;"842792269 00032";Nancy;"16 RUE DE MALZEVILLE 54130 DOMMARTEMONT";1;14/06/2021
"Menytel France";MEFR;"841171945 00014";Strasbourg;"5 BOULEVARD CLEMENCEAU 67000 STRASBOURG";1;05/12/2019
MERCKEL;MEEL;"315335901 00015";METZ;"17 PLACE DE L EGLISE 57850 DABO";0;20/03/2013
MERCURE26;MERC;"508050564 00014";Toulon;"1 RUE NICOLAS PEIRESC 83000 TOULON";0;01/09/2011
"Mercury SAS";MRCR;"848825311 00014";Paris;"10 RUE DE PENTHIEVRE 75008 PARIS";0;04/04/2024
"M\xe9t\xe9o France";MTOF;"180060030 01911";Paris;"1 QUAI BRANLY 75340 PARIS CEDEX 07";1;02/03/2005
"Metro optic";MEOP;"801886060 00020";Paris;"72 RUE SADI CARNOT 92170 VANVES";0;04/06/2014
"MGR 33";MGR3;"852271451 00019";"La Rochelle";"1A AVENUE BERNARD MOITESSIER 17180 PERIGNY";0;04/03/2020
"Micro Rouen";ROUE;"383431004 00027";Rouen;"44 BOULEVARD DE L EUROPE 76100 ROUEN";0;05/03/2018
"Microsoft Ireland operations limited";MSIO;;"DUBLIN - Num\xe9ro d'enregistrement: 256796";"DUBLIN DOCKLANDS 70 SIR JOHN ROGERSON'S QUAY DUBLIN D02 R296 IRLANDE";1;20/10/2016
Mil'nr3;MILN;"488024530 00054";Toulon;"LE ZODIAQUE 2 20 AVENUE ELIE GAUTIER 83320 CARQUEIRANNE";0;18/03/2018
MINT;BUDG;"422716878 00091";Montpellier;"52 RUE D'ODIN CS 40900 34965 MONTPELLIER";1;29/11/2004
"MINT MULTIMEDIA B.V.";MNTM;;"94075077 Pays-Bas";"KRAIJENHOFFSTRAAT 137 A 1018RG AMSTERDAM PAYS-BAS";1;30/01/2025
"Mister Flat informatique";MFLI;"499788354 00029";Chartres;"5 AVENUE DES PARIGAUDES 28300 JOUY";0;30/06/2022
"Misyl services";MSYL;"523476042 00032";Lille;"377 RUE JULES GUESDE 59650 VILLENEUVE D'ASCQ";0;03/12/2021
"Mitel France";MIFR;"449666361 00042";Versailles;"1 RUE ARNOLD SCHOENBERG 78280 GUYANCOURT";0;17/09/2018
"Mitto AG";MTTO;;"ZUG, Bahnhofstrasse 21, 6300 Zug  -   CHE-476.625.358";"BAHNHOFSTRASSE 21 63000 ZUG SUISSE";1;18/01/2023
"Mixvoip S.A.";MXVP;;B138372;"RUE DES PRES 70 7333 STEINSEL LUXEMBOURG";1;03/06/2022
"Mobile indoor";MBND;"750851016 00014";Paris;"13 RUE VERNIER 75017 PARIS";0;18/11/2024
"Mobisignal GmbH";MBSG;;CHE-477.050.302;"MAETTLISTRASSE 11 MOBISIGNAL 8867 NIEDERURNEN NA SUISSE";0;25/10/2023
"Mobiweb telecom limited";MOTL;;"Registre des soci\xe9t\xe9s d'Angleterre et du Pays de Galles sous le num\xe9ro 8851141";"207 REGENT STREET LONDON W1B 3HH ROYAUME-UNI";1;29/12/2016
Mobiyo;MBYO;"824638209 00026";Nanterre;"244 ROUTE DE SEYSSES 31100 TOULOUSE CEDEX";1;25/09/2017
"MONACO TELECOM INTERNATIONAL";MNCO;;"00 S 03851";"C/O MONACO TELECOM 25 BOULEVARD DE SUISSE BP 377 98008 MONACO CEDEX";0;13/06/2006
"Monema communications S.L.";MONE;;ESB26439653;"17 5D GRAN VIA ES26002 LOGRONO ESPAGNE";0;07/02/2019
MonExpert-it;MEIT;"895317758 00012";Romans;"5 LES HAUTS DES BELLES 26300 JAILLANS";0;29/06/2021
"Mongeot SARL";MNGT;"330242454 00024";Besan\xe7on;"3 AVENUE DE LA GARE 25500 MORTEAU";0;09/08/2021
"Moovit SAS";MOOV;"897551925 00018";Marseille;"69 RUE DU ROUET 13008 MARSEILLE";0;15/12/2021
"Morgon technologies";J2CP;"530460930 00015";Gap;"CHALVET LE GRAND CHALET BP 39 05201 EMBRUN";1;05/05/2020
"Moselle num\xe9rique";MONU;"509510418 00031";Metz;"5 RUE PERIGOT 57000 METZ";0;27/07/2016
"Movius interactive corporation";MOVS;"915343156 00021";Paris;"16 RUE DU PONT NEUF 75001 PARIS";1;15/10/2022
"MSR Private Cable TV";MSRP;"414347872 00015";"Basse Terre";"MARIGOT 238 RUE DE HOLLANDE 97150 ST MARTIN";0;24/08/2005
MTech;MTEC;"524521747 00013";N\xeemes;"155 AVENUE CHARLES DE GAULLE 30133 LES ANGLES";0;18/05/2016
Muona;MUON;"811873496 00020";Lyon;"5 ALLEE DES CHEVREUILS 69380 LISSIEU";1;07/07/2015
Music'Info;INFZ;"848108031 00016";Arras;"24 ALLEE DES FAUVETTES 62138 AUCHY-LES-MINES";0;04/04/2023
"My line telecom";MYLT;"851817577 00014";Paris;"10 RUE DE PENTHIEVRE 75008 PARIS";0;15/07/2019
Mybestpro;WENG;"478444474 00066";Paris;"75 RUE D'AMSTERDAM 75008 PARIS";1;04/10/2004
Mycc;MYCC;"834204182 00010";Lyon;"7 CHEMIN DES HIRONDELLES 69570 DARDILLY";1;28/02/2018
Myti;MYTI;"823495981 00024";Antibes;"3356 ROUTE DES SERRES 06570 SAINT-PAUL";0;17/07/2018
"N-CO services";NCOS;"452393929 00016";"Lille M\xe9tropole";"1 RUE DE LILLE 59100 ROUBAIX";0;07/06/2019
Naitways;NAIT;"508823614 00047";Evry;"IMMEUBLE AXE SEINE 20 RUE ROUGET DE LISLE 92130 ISSY-LES-MOULINEAUX CEDEX";1;04/04/2012
NATEIS;NATE;"483951042 00017";EVRY;"20 BIS RUE MONTESQUIEU 91400 SACLAY";0;17/06/2013
Nawan;NWAN;"899444715 00010";Limoges;"PARC TECHNOLOGIQUE D'ESTER 10 ALLEE SKYLAB 87068 LIMOGES CEDEX 3";0;21/07/2021
"NDA media";NDAM;"805010386 00011";Paris;"30 RUE DE SAINT PETERSBOURG 75008 PARIS";1;02/12/2022
"Nearlink telecom";NEAR;"900945023 00019";Lyon;"BATIEMENT N 2507 AVENUE DE L EUROPE 69140 RILLIEUX LA PAPE";0;21/07/2021
NEMEDYS;NEME;"534810981 00017";"de Lyon";"2 PETITE RUE DE LA RIZE 69100 VILLEURBANNE";0;18/10/2011
"N\xe9o \xe9ditions";NEOE;"433250933 00044";Dijon;"20 B RUE DES MOULISSARDS 21240 TALANT";1;29/11/2016
"Neocom 360";N360;"812929669 00016";Rennes;"12 PLACE GAMBETTA BP 10356 35300 FOUGERES CEDEX";0;12/05/2016
